method,tick,sample_id,label,class_sample_index,same_mean,different_mean,same_minus_different
weighted_jaccard,1,class817-sports_car-sample04-src04549,817,4,0.1723731851275341,0.12240397007251184,0.04996921505502226
weighted_jaccard,1,class980-volcano-sample00-src00002,980,0,0.17504069956176002,0.11196745327678788,0.06307324628497214
weighted_jaccard,1,class980-volcano-sample01-src00863,980,1,0.158570995957649,0.1261329582499656,0.032438037707683415
weighted_jaccard,1,class980-volcano-sample02-src01265,980,2,0.1809747338470954,0.1230422412186369,0.057932492628458496
weighted_jaccard,1,class980-volcano-sample03-src01422,980,3,0.20268698664604629,0.1361649005812834,0.0665220860647629
weighted_jaccard,1,class980-volcano-sample04-src01813,980,4,0.0,0.022239308402764495,-0.022239308402764495
edge_cosine,1,class091-coucal-sample00-src00000,91,0,0.25554425249244517,0.3336011897374641,-0.07805693724501894
edge_cosine,1,class091-coucal-sample01-src00316,91,1,0.24243867870315175,0.3714900292891633,-0.12905135058601155
edge_cosine,1,class091-coucal-sample02-src01583,91,2,0.2285817462498583,0.31891066369103005,-0.09032891744117175
edge_cosine,1,class091-coucal-sample03-src01629,91,3,0.05469350668151718,0.020736241786302165,0.033957264895215014
edge_cosine,1,class091-coucal-sample04-src03448,91,4,0.05333363577315523,0.03255523996441989,0.02077839580873534
edge_cosine,1,class171-Italian_greyhound-sample00-src00001,171,0,0.021462700075352538,0.023418920450503526,-0.0019562203751509882
edge_cosine,1,class171-Italian_greyhound-sample01-src02164,171,1,0.29310088669053946,0.2331451188911114,0.05995576779942807
edge_cosine,1,class171-Italian_greyhound-sample02-src02599,171,2,0.28237732092902545,0.23318312618593415,0.04919419474309131
edge_cosine,1,class171-Italian_greyhound-sample03-src02775,171,3,0.017114444484761734,0.01662512548067082,0.0004893190040909136
edge_cosine,1,class171-Italian_greyhound-sample04-src03793,171,4,0.1848671672622591,0.32239019382685,-0.13752302656459092
edge_cosine,1,class505-coffeepot-sample00-src00013,505,0,0.4855846559368261,0.27513400968633966,0.21045064625048643
